time_utc,region,source,event,buyer,target,percent,title,link
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Worksport Ltd (0001096275) (Filer),https://www.sec.gov/Archives/edgar/data/1096275/000149315226001956/0001493152-26-001956-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - Beeline Holdings, Inc. (0001534708) (Filer)",https://www.sec.gov/Archives/edgar/data/1534708/000149315226001957/0001493152-26-001957-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - TruGolf Holdings, Inc. (0001857086) (Filer)",https://www.sec.gov/Archives/edgar/data/1857086/000149315226001958/0001493152-26-001958-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Pelthos Therapeutics Inc. (0001919246) (Filer),https://www.sec.gov/Archives/edgar/data/1919246/000175392626000097/0001753926-26-000097-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - IDEXX LABORATORIES INC /DE (0000874716) (Filer),https://www.sec.gov/Archives/edgar/data/874716/000110465926003103/0001104659-26-003103-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Biofrontera Inc. (0001858685) (Filer),https://www.sec.gov/Archives/edgar/data/1858685/000149315226001959/0001493152-26-001959-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - SS Innovations International, Inc. (0001676163) (Filer)",https://www.sec.gov/Archives/edgar/data/1676163/000121390026003688/0001213900-26-003688-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - AUDIOEYE INC (0001362190) (Filer),https://www.sec.gov/Archives/edgar/data/1362190/000110465926003108/0001104659-26-003108-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - NLIGHT, INC. (0001124796) (Filer)",https://www.sec.gov/Archives/edgar/data/1124796/000112479626000006/0001124796-26-000006-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Trump Media & Technology Group Corp. (0001849635) (Filer),https://www.sec.gov/Archives/edgar/data/1849635/000114036126001056/0001140361-26-001056-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,8-K - Federal Home Loan Bank of Indianapolis (0001331754) (Filer),https://www.sec.gov/Archives/edgar/data/1331754/000133175426000007/0001331754-26-000007-index.htm
2026-01-13T13:54:29.014456+00:00,,,,,,,"8-K - Picard Medical, Inc. (0002030617) (Filer)",https://www.sec.gov/Archives/edgar/data/2030617/000182912626000265/0001829126-26-000265-index.htm
2026-01-13T11:53:03.768783+00:00,,,,,,,8-K - JPMORGAN CHASE & CO (0000019617) (Filer),https://www.sec.gov/Archives/edgar/data/19617/000162828026001902/0001628280-26-001902-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,"8-K - EBR Systems, Inc. (0001347123) (Filer)",https://www.sec.gov/Archives/edgar/data/1347123/000121465926000377/0001214659-26-000377-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer),https://www.sec.gov/Archives/edgar/data/1498148/000149315226001931/0001493152-26-001931-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - UNITY BANCORP INC /NJ/ (0000920427) (Filer),https://www.sec.gov/Archives/edgar/data/920427/000092042726000004/0000920427-26-000004-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Bitcoin Depot Inc. (0001901799) (Filer),https://www.sec.gov/Archives/edgar/data/1901799/000119312526011043/0001193125-26-011043-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Offerpad Solutions Inc. (0001825024) (Filer),https://www.sec.gov/Archives/edgar/data/1825024/000119312526011046/0001193125-26-011046-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Milestone Pharmaceuticals Inc. (0001408443) (Filer),https://www.sec.gov/Archives/edgar/data/1408443/000110465926003038/0001104659-26-003038-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,"8-K - DELTA AIR LINES, INC. (0000027904) (Filer)",https://www.sec.gov/Archives/edgar/data/27904/000002790426000008/0000027904-26-000008-index.htm
2026-01-13T11:38:54.506359+00:00,,,,,,,8-K - Bank of New York Mellon Corp (0001390777) (Filer),https://www.sec.gov/Archives/edgar/data/1390777/000139077726000004/0001390777-26-000004-index.htm
2026-01-12T21:40:55.461541+00:00,,,,,,,"8-K - URSB Bancorp, Inc. (0002084261) (Filer)",https://www.sec.gov/Archives/edgar/data/2084261/000110465926002896/0001104659-26-002896-index.htm
2026-01-12T20:58:58.056391+00:00,,,,,,,"8-K - 10x Genomics, Inc. (0001770787) (Filer)",https://www.sec.gov/Archives/edgar/data/1770787/000162828026001808/0001628280-26-001808-index.htm
2026-01-12T19:50:25.315358+00:00,,,,,,,8-K - ENB Financial Corp (0001437479) (Filer),https://www.sec.gov/Archives/edgar/data/1437479/000117494726000030/0001174947-26-000030-index.htm
2026-01-12T16:59:27.825297+00:00,,,,,,,8-K - SPIRE INC (0001126956) (Filer),https://www.sec.gov/Archives/edgar/data/1126956/000119312526010094/0001193125-26-010094-index.htm
2026-01-12T15:53:19.127360+00:00,,,,,,,"8-K - First Watch Restaurant Group, Inc. (0001789940) (Filer)",https://www.sec.gov/Archives/edgar/data/1789940/000178994026000003/0001789940-26-000003-index.htm
2026-01-12T15:23:57.357310+00:00,,,,,,,8-K - BRISTOL MYERS SQUIBB CO (0000014272) (Filer),https://www.sec.gov/Archives/edgar/data/14272/000114036126000929/0001140361-26-000929-index.htm
2026-01-12T14:52:02.806809+00:00,,,,,,,"8-K - FIVE BELOW, INC (0001177609) (Filer)",https://www.sec.gov/Archives/edgar/data/1177609/000117760926000003/0001177609-26-000003-index.htm
